qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q177-0,"Then make my boy think like us. Make him realize that by the side of the everlasting Why there is a Yes--a transitory Yes if you like, but a Yes.","[46827, 46972]",Mr. Emerson,['Lucy'],Implicit,,"['my boy', 'us', 'him', 'you']","[[46837, 46843], [46855, 46857], [46864, 46867], [46952, 46955]]","[['George Emerson'], ['Mr. Emerson'], ['George Emerson'], ['Lucy']]",X,177,major,ARoomWithAView,244,244,2,2,11,46827,46972
Q178-0,"I'm very sorry,","[47145, 47160]",Lucy,['Mr. Emerson'],Anaphoric,she cried,[],[],[],X,178,major,ARoomWithAView,246,246,2,2,4,47145,47160
Q178-1,"You'll think me unfeeling, but--but--","[47174, 47211]",Lucy,['Mr. Emerson'],Anaphoric,she cried,['You'],"[[47174, 47177]]",[['Mr. Emerson']],X,178,major,ARoomWithAView,246,246,2,2,4,47174,47211
Q179-0,"Oh, but your son wants employment. Has he no particular hobby? Why, I myself have worries, but I can generally forget them at the piano; and collecting stamps did no end of good for my brother. Perhaps Italy bores him; you ought to try the Alps or the Lakes.","[47241, 47499]",Lucy,[],Anaphoric,she cried,"['your son', 'he', 'my brother', 'him', 'you']","[[47249, 47257], [47280, 47282], [47423, 47433], [47455, 47458], [47460, 47463]]","[['George Emerson'], ['George Emerson'], ['Freddy'], ['George Emerson'], ['Mr. Emerson']]",X,179,major,ARoomWithAView,246,246,2,2,4,47241,47499
Q180-0,Miss Bartlett.,"[48029, 48043]",George Emerson,"['Mr. Emerson', 'Lucy']",Anaphoric,He said,['Miss Bartlett'],"[[48029, 48042]]",[['Miss Bartlett']],X,180,minor,ARoomWithAView,248,248,2,2,2,48029,48043
Q181-0,"Oh, good gracious me!","[48047, 48068]",Lucy,"['Mr. Emerson', 'George Emerson']",Explicit,said Lucy,[],[],[],X,181,major,ARoomWithAView,249,249,2,2,4,48047,48068
Q181-1,Where? Where?,"[48159, 48172]",Lucy,"['Mr. Emerson', 'George Emerson']",Explicit,said Lucy,[],[],[],X,181,major,ARoomWithAView,249,249,2,2,4,48159,48172
Q182-0,In the nave.,"[48176, 48188]",George Emerson,"['Mr. Emerson', 'Lucy']",Implicit,,[],[],[],X,182,minor,ARoomWithAView,250,250,2,2,2,48176,48188
Q183-0,I see. Those gossiping little Miss Alans must have--,"[48192, 48244]",Lucy,"['Mr. Emerson', 'George Emerson']",Implicit,,['Miss Alans'],"[[48222, 48232]]",[['Miss Catherine Alan']],X,183,major,ARoomWithAView,251,251,2,2,4,48192,48244
Q184-0,Poor girl!,"[48269, 48279]",Mr. Emerson,"['Lucy', 'George Emerson']",Explicit,exploded Mr Emerson,['Poor girl'],"[[48269, 48278]]",[['Lucy']],X,184,major,ARoomWithAView,252,252,2,2,11,48269,48279
Q184-1,Poor girl!,"[48304, 48314]",Mr. Emerson,"['Lucy', 'George Emerson']",Explicit,exploded Mr Emerson,['Poor girl'],"[[48304, 48313]]",[['Lucy']],X,184,major,ARoomWithAView,252,252,2,2,11,48304,48314
Q185-0,"Poor girl? I fail to understand the point of that remark. I think myself a very fortunate girl, I assure you. I'm thoroughly happy, and having a splendid time. Pray don't waste time mourning over me. There's enough sorrow in the world, isn't there, without trying to invent it. Good-bye. Thank you both so much for all your kindness. Ah, yes! there does come my cousin. A delightful morning! Santa Croce is a wonderful church.","[48394, 48820]",Lucy,"['Mr. Emerson', 'George Emerson']",Implicit,,"['you', 'you', 'my cousin']","[[48499, 48502], [48688, 48691], [48753, 48762]]","[['Mr. Emerson'], ['Mr. Emerson'], ['Miss Bartlett']]",X,185,major,ARoomWithAView,254,254,2,2,4,48394,48820
Q186-0,Who is she?,"[52263, 52274]",Mr. Beebe,['The Vicar'],Anaphoric,he asked the vicar,['she'],"[[52270, 52273]]",[['Lucy']],X,186,major,ARoomWithAView,261,261,3,3,10,52263,52274
Q187-0,"Cousin of one of my parishioners. I do not consider her choice of a piece happy. Beethoven is so usually simple and direct in his appeal that it is sheer perversity to choose a thing like that, which, if anything, disturbs.","[52309, 52532]",The Vicar,['Mr. Beebe'],Implicit,,['her'],"[[52361, 52364]]",[['Lucy']],X,187,minor,ARoomWithAView,262,262,3,3,57,52309,52532
Q188-0,Introduce me.,"[52536, 52549]",Mr. Beebe,['The Vicar'],Implicit,,[],[],[],X,188,major,ARoomWithAView,263,263,3,3,10,52536,52549
Q189-0,She will be delighted. She and Miss Bartlett are full of the praises of your sermon.,"[52553, 52637]",The Vicar,['Mr. Beebe'],Implicit,,"['She', 'She', 'Miss Bartlett', 'your']","[[52553, 52556], [52576, 52579], [52584, 52597], [52625, 52629]]","[['Lucy'], ['Lucy'], ['Miss Bartlett'], ['Mr. Beebe']]",X,189,minor,ARoomWithAView,264,264,3,3,57,52553,52637
Q190-0,My sermon?,"[52641, 52651]",Mr. Beebe,['The Vicar'],Explicit,cried Mr Beebe,[],[],[],X,190,major,ARoomWithAView,265,265,3,3,10,52641,52651
Q190-1,Why ever did she listen to it?,"[52671, 52701]",Mr. Beebe,['The Vicar'],Explicit,cried Mr Beebe,['she'],"[[52684, 52687]]",[['Lucy']],X,190,major,ARoomWithAView,265,265,3,3,10,52671,52701
Q191-0,"If Miss Honeychurch ever takes to live as she plays, it will be very exciting both for us and for her.","[53212, 53314]",Mr. Beebe,[],Anaphoric,he made a remark to the vicar which he now made to Lucy,"['Miss Honeychurch', 'she', 'us', 'her']","[[53215, 53231], [53254, 53257], [53299, 53301], [53310, 53313]]","[['Lucy'], ['Lucy'], ['The Vicar', 'Mr. Beebe'], ['Lucy']]",X,191,major,ARoomWithAView,267,267,3,3,10,53212,53314
Q192-0,"Oh, what a funny thing! Some one said just the same to mother, and she said she trusted I should never live a duet.","[53355, 53470]",Lucy,['Mr. Beebe'],Implicit,,[],[],[],X,192,major,ARoomWithAView,269,269,3,3,4,53355,53470
Q193-0,Doesn't Mrs. Honeychurch like music?,"[53474, 53510]",Mr. Beebe,['Lucy'],Implicit,,[],[],[],X,193,major,ARoomWithAView,270,270,3,3,10,53474,53510
Q194-0,"She doesn't mind it. But she doesn't like one to get excited over anything; she thinks I am silly about it. She thinks--I can't make out. Once, you know, I said that I liked my own playing better than any one's. She has never got over it. Of course, I didn't mean that I played well; I only meant--","[53514, 53812]",Lucy,['Mr. Beebe'],Implicit,,['you'],"[[53658, 53661]]",[['Mr. Beebe']],X,194,major,ARoomWithAView,271,271,3,3,4,53514,53812
Q195-0,"Of course,","[53816, 53826]",Mr. Beebe,['Lucy'],Anaphoric,said he,[],[],[],X,195,major,ARoomWithAView,272,272,3,3,10,53816,53826
Q196-0,Music--,"[53878, 53885]",Lucy,['Mr. Beebe'],Explicit,said Lucy,[],[],[],X,196,major,ARoomWithAView,273,273,3,3,4,53878,53885
Q197-0,What about music?,"[54372, 54389]",Mr. Beebe,['Lucy'],Explicit,said Mr Beebe,[],[],[],X,197,major,ARoomWithAView,275,275,3,3,10,54372,54389
Q198-0,"Poor Charlotte will be sopped,","[54409, 54439]",Lucy,['Mr. Beebe'],Explicit,was Lucys reply,['Charlotte'],"[[54414, 54423]]",[['Miss Bartlett']],X,198,major,ARoomWithAView,276,276,3,3,4,54409,54439
Q199-0,Miss Lavish has led your cousin astray. She hopes to find the true Italy in the wet I believe.,"[54847, 54941]",Mr. Beebe,['Lucy'],Implicit,,"['Miss Lavish', 'She']","[[54847, 54858], [54887, 54890]]","[['Miss Lavish'], ['Miss Lavish']]",X,199,major,ARoomWithAView,278,278,3,3,10,54847,54941
Q200-0,"Miss Lavish is so original,","[54945, 54972]",Lucy,['Mr. Beebe'],Explicit,murmured Lucy,['Miss Lavish'],"[[54945, 54956]]",[['Miss Lavish']],X,200,major,ARoomWithAView,279,279,3,3,4,54945,54972
Q201-0,"Is it true,","[55256, 55267]",Lucy,['Mr. Beebe'],Explicit,continued Lucy,[],[],[],X,201,major,ARoomWithAView,280,280,3,3,4,55256,55267
Q201-1,that Miss Lavish is writing a book?,"[55305, 55340]",Lucy,['Mr. Beebe'],Explicit,continued Lucy,['Miss Lavish '],"[[55310, 55322]]",[['Miss Lavish']],X,201,major,ARoomWithAView,280,280,3,3,4,55305,55340
Q202-0,They do say so.,"[55344, 55359]",Mr. Beebe,['Lucy'],Implicit,,['They'],"[[55344, 55348]]",[['Miss Lavish']],X,202,major,ARoomWithAView,281,281,3,3,10,55344,55359
Q203-0,What is it about?,"[55363, 55380]",Lucy,['Mr. Beebe'],Implicit,,[],[],[],X,203,major,ARoomWithAView,282,282,3,3,4,55363,55380
Q204-0,"It will be a novel,","[55384, 55403]",Mr. Beebe,['Lucy'],Explicit,replied Mr Beebe,[],[],[],X,204,major,ARoomWithAView,283,283,3,3,10,55384,55403
Q204-1,"dealing with modern Italy. Let me refer you for an account to Miss Catharine Alan, who uses words herself more admirably than any one I know.","[55425, 55566]",Mr. Beebe,['Lucy'],Explicit,replied Mr Beebe,"['you', 'Miss Catharine Alan']","[[55465, 55468], [55487, 55506]]","[['Lucy'], ['Miss Catherine Alan']]",X,204,major,ARoomWithAView,283,283,3,3,10,55425,55566
Q205-0,"I wish Miss Lavish would tell me herself. We started such friends. But I don't think she ought to have run away with Baedeker that morning in Santa Croce. Charlotte was most annoyed at finding me practically alone, and so I couldn't help being a little annoyed with Miss Lavish.","[55570, 55848]",Lucy,['Mr. Beebe'],Implicit,,"['herself', 'We', 'Charlotte', 'Miss Lavish']","[[55603, 55610], [55612, 55614], [55725, 55734], [55836, 55847]]","[['Miss Catherine Alan'], ['Lucy'], ['Miss Bartlett'], ['Miss Lavish']]",X,205,major,ARoomWithAView,284,284,3,3,4,55570,55848
Q206-0,"The two ladies, at all events, have made it up.","[55852, 55899]",Mr. Beebe,['Lucy'],Implicit,,['The two ladies'],"[[55852, 55866]]","[['Miss Bartlett', 'Miss Lavish']]",X,206,major,ARoomWithAView,285,285,3,3,10,55852,55899
Q207-0,"Oh, dear Miss Honeychurch, you will catch a chill! And Mr. Beebe here besides. Who would suppose this is Italy? There is my sister actually nursing the hot-water can; no comforts or proper provisions.","[57128, 57328]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Implicit,,"['Miss Honeychurch', 'you', 'Mr. Beebe', 'my sister']","[[57137, 57153], [57155, 57158], [57183, 57192], [57249, 57258]]","[['Lucy'], ['Lucy'], ['Mr. Beebe'], ['Miss Teresa']]",X,207,minor,ARoomWithAView,288,288,3,3,7,57128,57328
Q208-0,"I could hear your beautiful playing, Miss Honeychurch, though I was in my room with the door shut. Doors shut; indeed, most necessary. No one has the least idea of privacy in this country. And one person catches it from another.","[57472, 57700]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Implicit,,['Miss Honeychurch'],"[[57509, 57525]]",[['Lucy']],X,208,minor,ARoomWithAView,290,290,3,3,7,57472,57700
Q209-0,"Fa niente, sono vecchia.","[57874, 57898]",The Chambermaid,['Mr. Beebe'],Anaphoric,the chambermaid burst in upon him in his bath exclaiming,[],[],[],X,209,minor,ARoomWithAView,291,291,3,3,54,57874,57898
Q210-0,"I quite agree with you, Miss Alan. The Italians are a most unpleasant people. They pry everywhere, they see everything, and they know what we want before we know it ourselves. We are at their mercy. They read our thoughts, they foretell our desires. From the cab-driver down to--to Giotto, they turn us inside out, and I resent it. Yet in their heart of hearts they are--how superficial! They have no conception of the intellectual life. How right is Signora Bertolini, who exclaimed to me the other day:","[57935, 58439]",Mr. Beebe,"['Lucy', 'Miss Catherine Alan']",Anaphoric,He contented himself with saying,"['you', 'Miss Alan', 'we', 'we', 'We', 'us']","[[57954, 57957], [57959, 57968], [58074, 58076], [58089, 58091], [58111, 58113], [58235, 58237]]","[['Miss Catherine Alan'], ['Miss Catherine Alan'], ['Lucy', 'Miss Lavish', 'Mr. Beebe'], ['Lucy', 'Miss Lavish', 'Mr. Beebe'], ['Lucy', 'Miss Lavish', 'Mr. Beebe'], ['Lucy', 'Miss Lavish', 'Mr. Beebe']]",X,210,major,ARoomWithAView,291,291,3,3,10,57935,58439
Q211-0,That belongs to Lavish.,"[59192, 59215]",Mr. Beebe,"['Lucy', 'Miss Catherine Alan']",Anaphoric,said the clergyman,['Lavish'],"[[59208, 59214]]",[['Miss Lavish']],X,211,major,ARoomWithAView,294,294,3,3,10,59192,59215
Q211-1,"A good fellow, Lavish, but I wish she'd start a pipe.","[59238, 59291]",Mr. Beebe,"['Lucy', 'Miss Catherine Alan']",Anaphoric,said the clergyman,"['Lavish', 'she']","[[59253, 59259], [59272, 59275]]","[['Miss Lavish'], ['Miss Lavish']]",X,211,major,ARoomWithAView,294,294,3,3,10,59238,59291
Q212-0,"Oh, Mr. Beebe,","[59295, 59309]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Alan,['Mr. Beebe'],"[[59299, 59308]]",[['Mr. Beebe']],X,212,minor,ARoomWithAView,295,295,3,3,7,59295,59309
Q212-1,"Indeed, though it is dreadful for her to smoke, it is not quite as dreadful as you suppose. She took to it, practically in despair, after her life's work was carried away in a landslip. Surely that makes it more excusable.","[59359, 59581]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Alan,"['her', 'She', 'her']","[[59393, 59396], [59451, 59454], [59497, 59500]]","[['Miss Lavish'], ['Miss Lavish'], ['Miss Lavish']]",X,212,minor,ARoomWithAView,295,295,3,3,7,59359,59581
Q213-0,What was that?,"[59585, 59599]",Lucy,"['Mr. Beebe', 'Miss Catherine Alan']",Explicit,asked Lucy,[],[],[],X,213,major,ARoomWithAView,296,296,3,3,4,59585,59599
Q214-0,"It was a novel--and I am afraid, from what I can gather, not a very nice novel. It is so sad when people who have abilities misuse them, and I must say they nearly always do. Anyhow, she left it almost finished in the Grotto of the Calvary at the Capuccini Hotel at Amalfi while she went for a little ink. She said:","[59680, 59995]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Explicit,Miss Alan began,"['she', 'she', 'She']","[[59863, 59866], [59959, 59962], [59986, 59989]]","[['Miss Lavish'], ['Miss Lavish'], ['Miss Lavish']]",X,214,minor,ARoomWithAView,297,297,3,3,7,59680,59995
Q214-1,"But you know what Italians are, and meanwhile the Grotto fell roaring on to the beach, and the saddest thing of all is that she cannot remember what she has written. The poor thing was very ill after it, and so got tempted into cigarettes. It is a great secret, but I am glad to say that she is writing another novel. She told Teresa and Miss Pole the other day that she had got up all the local colour--this novel is to be about modern Italy; the other was historical--but that she could not start till she had an idea. First she tried Perugia for an inspiration, then she came here--this must on no account get round. And so cheerful through it all! I cannot help thinking that there is something to admire in everyone, even if you do not approve of them.","[60031, 60788]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Explicit,Miss Alan began,"['you', 'she', 'she', 'she', 'She', 'Teresa', 'Miss Pole', 'she', 'she', 'she', 'she', 'she']","[[60035, 60038], [60155, 60158], [60180, 60183], [60319, 60322], [60349, 60352], [60358, 60364], [60369, 60378], [60398, 60401], [60510, 60513], [60535, 60538], [60558, 60561], [60601, 60604]]","[['Lucy'], ['Miss Lavish'], ['Miss Lavish'], ['Miss Lavish'], ['Miss Lavish'], ['Miss Teresa'], ['Miss Pole'], ['Miss Lavish'], ['Miss Lavish'], ['Miss Lavish'], ['Miss Lavish'], ['Miss Lavish']]",X,214,minor,ARoomWithAView,297,297,3,3,7,60031,60788
Q215-0,"All the same, she is a little too--I hardly like to say unwomanly, but she behaved most strangely when the Emersons arrived.","[61133, 61257]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Implicit,,"['she', 'she', 'the Emersons']","[[61147, 61150], [61204, 61207], [61236, 61248]]","[['Miss Lavish'], ['Miss Lavish'], ['Mr. Emerson', 'George Emerson']]",X,215,minor,ARoomWithAView,299,299,3,3,7,61133,61257
Q216-0,"I don't know, Miss Honeychurch, if you have noticed that Miss Pole, the lady who has so much yellow hair, takes lemonade. That old Mr. Emerson, who puts things very strangely--","[61393, 61569]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Implicit,,"['Miss Honeychurch', 'you', 'Miss Pole', 'That old Mr. Emerson']","[[61407, 61423], [61428, 61431], [61450, 61459], [61515, 61535]]","[['Lucy'], ['Lucy'], ['Miss Pole'], ['Mr. Emerson']]",X,216,minor,ARoomWithAView,301,301,3,3,7,61393,61569
Q217-0,"Stomach. He warned Miss Pole of her stomach-acidity, he called it--and he may have meant to be kind. I must say I forgot myself and laughed; it was so sudden. As Teresa truly said, it was no laughing matter. But the point is that Miss Lavish was positively ATTRACTED by his mentioning S., and said she liked plain speaking, and meeting different grades of thought. She thought they were commercial travellers--","[61729, 62139]",Miss Catherine Alan,['Lucy'],Anaphoric,she continued to Lucy,"['He', 'Miss Pole', 'her', 'he', 'he', 'Teresa', 'Miss Lavish', 'his', 'she', 'She', 'they']","[[61738, 61740], [61748, 61757], [61761, 61764], [61782, 61784], [61800, 61802], [61891, 61897], [61959, 61970], [61999, 62002], [62027, 62030], [62094, 62097], [62106, 62110]]","[['Mr. Emerson'], ['Miss Pole'], ['Miss Pole'], ['Mr. Emerson'], ['Mr. Emerson'], ['Miss Teresa'], ['Miss Lavish'], ['Mr. Emerson'], ['Miss Lavish'], ['Miss Lavish'], ['Mr. Emerson', 'George Emerson']]",X,217,minor,ARoomWithAView,303,303,3,3,7,61729,62139
Q217-1,"was the word she used--and all through dinner she tried to prove that England, our great and beloved country, rests on nothing but commerce. Teresa was very much annoyed, and left the table before the cheese, saying as she did so:","[62150, 62380]",Miss Catherine Alan,['Lucy'],Anaphoric,she continued to Lucy,"['she', 'she', 'Teresa', 'she']","[[62163, 62166], [62196, 62199], [62291, 62297], [62369, 62372]]","[['Miss Lavish'], ['Miss Lavish'], ['Miss Teresa'], ['Miss Teresa']]",X,217,minor,ARoomWithAView,303,303,3,3,7,62150,62380
Q217-2,and pointed to that beautiful picture of Lord Tennyson. Then Miss Lavish said:,"[62445, 62523]",Miss Catherine Alan,['Lucy'],Anaphoric,she continued to Lucy,['Miss Lavish'],"[[62506, 62517]]",[['Miss Lavish']],X,217,minor,ARoomWithAView,303,303,3,3,7,62445,62523
Q217-3,"Just imagine! 'Tut! The early Victorians.' My sister had gone, and I felt bound to speak. I said","[62553, 62649]",Miss Catherine Alan,['Lucy'],Anaphoric,she continued to Lucy,[],[],[],X,217,minor,ARoomWithAView,303,303,3,3,7,62553,62649
Q217-4,"It was horrible speaking. I reminded her how the Queen had been to Ireland when she did not want to go, and I must say she was dumbfounded, and made no reply. But, unluckily, Mr. Emerson overheard this part, and called in his deep voice:","[62774, 63011]",Miss Catherine Alan,['Lucy'],Anaphoric,she continued to Lucy,"['her', 'she', 'Mr. Emerson', 'his']","[[62811, 62814], [62893, 62896], [62949, 62960], [62996, 62999]]","[['Miss Lavish'], ['Miss Lavish'], ['Mr. Emerson'], ['Mr. Emerson']]",X,217,minor,ARoomWithAView,303,303,3,3,7,62774,63011
Q217-5,"The woman! I tell things so badly; but you see what a tangle we were in by this time, all on account of S. having been mentioned in the first place. But that was not all. After dinner Miss Lavish actually came up and said:","[63074, 63296]",Miss Catherine Alan,['Lucy'],Anaphoric,she continued to Lucy,"['The woman', 'you', 'we', 'Miss Lavish']","[[63074, 63083], [63113, 63116], [63135, 63137], [63258, 63269]]","[['Miss Lavish'], ['Lucy'], ['Lucy', 'Miss Catherine Alan', 'Mr. Beebe'], ['Miss Lavish']]",X,217,minor,ARoomWithAView,303,303,3,3,7,63074,63296
Q217-6,"Needless to say, I refused such an unsuitable invitation, and she had the impertinence to tell me that it would broaden my ideas, and said that she had four brothers, all University men, except one who was in the army, who always made a point of talking to commercial travellers.","[63385, 63664]",Miss Catherine Alan,['Lucy'],Anaphoric,she continued to Lucy,"['she', 'she']","[[63447, 63450], [63529, 63532]]","[['Miss Lavish'], ['Miss Lavish']]",X,217,minor,ARoomWithAView,303,303,3,3,7,63385,63664
Q218-0,"Let me finish the story,","[63668, 63692]",Mr. Beebe,"['Lucy', 'Miss Catherine Alan']",Explicit,said Mr Beebe,[],[],[],X,218,major,ARoomWithAView,304,304,3,3,10,63668,63692
Q219-0,"Miss Lavish tried Miss Pole, myself, everyone, and finally said:","[63730, 63794]",Mr. Beebe,"['Lucy', 'Miss Catherine Alan']",Implicit,,"['Miss Lavish', 'Miss Pole']","[[63730, 63741], [63748, 63757]]","[['Miss Lavish'], ['Miss Pole']]",X,219,major,ARoomWithAView,305,305,3,3,10,63730,63794
Q220-0,"She went. At the end of five minutes she returned unobtrusively with a green baize board, and began playing patience.","[63815, 63932]",Mr. Beebe,"['Lucy', 'Miss Catherine Alan']",Implicit,,"['She', 'she']","[[63815, 63818], [63852, 63855]]","[['Miss Lavish'], ['Miss Lavish']]",X,220,major,ARoomWithAView,305,305,3,3,10,63815,63932
Q221-0,Whatever happened?,"[63936, 63954]",Lucy,"['Mr. Beebe', 'Miss Catherine Alan']",Explicit,cried Lucy,[],[],[],X,221,major,ARoomWithAView,306,306,3,3,4,63936,63954
Q222-0,"No one knows. No one will ever know. Miss Lavish will never dare to tell, and Mr. Emerson does not think it worth telling.","[63970, 64092]",Mr. Beebe,"['Lucy', 'Miss Catherine Alan']",Implicit,,"['Miss Lavish', 'Mr. Emerson']","[[64007, 64018], [64048, 64059]]","[['Miss Lavish'], ['Mr. Emerson']]",X,222,major,ARoomWithAView,307,307,3,3,10,63970,64092
Q223-0,"Mr. Beebe--old Mr. Emerson, is he nice or not nice? I do so want to know.","[64096, 64169]",Lucy,"['Mr. Beebe', 'Miss Catherine Alan']",Implicit,,"['Mr. Beebe', 'old Mr. Emerson', 'he']","[[64096, 64105], [64107, 64122], [64127, 64129]]","[['Mr. Beebe'], ['Mr. Emerson'], ['Mr. Emerson']]",X,223,major,ARoomWithAView,308,308,3,3,4,64096,64169
Q224-0,"No; but it is so difficult. Sometimes he is so silly, and then I do not mind him. Miss Alan, what do you think? Is he nice?","[64255, 64378]",Lucy,"['Mr. Beebe', 'Miss Catherine Alan']",Implicit,,"['he', 'Miss Alan', 'you', 'he']","[[64293, 64295], [64337, 64346], [64356, 64359], [64370, 64372]]","[['Mr. Emerson'], ['Miss Catherine Alan'], ['Miss Catherine Alan'], ['Mr. Emerson']]",X,224,major,ARoomWithAView,310,310,3,3,4,64255,64378
Q225-0,"I consider that you are bound to class him as nice, Miss Alan, after that business of the violets.","[64513, 64611]",Mr. Beebe,"['Lucy', 'Miss Catherine Alan']",Explicit,Mr Beebe whom the conversation amused stirred her up by saying,"['you', 'him', 'Miss Alan']","[[64529, 64532], [64552, 64555], [64565, 64574]]","[['Miss Catherine Alan'], ['Mr. Emerson'], ['Miss Catherine Alan']]",X,225,major,ARoomWithAView,312,312,3,3,10,64513,64611
Q226-0,"Violets? Oh, dear! Who told you about the violets? How do things get round? A pension is a bad place for gossips. No, I cannot forget how they behaved at Mr. Eager's lecture at Santa Croce. Oh, poor Miss Honeychurch! It really was too bad. No, I have quite changed. I do NOT like the Emersons. They are not nice.","[64615, 64927]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Implicit,,"['Mr. Eager', 'Miss Honeychurch', 'the Emersons', 'They']","[[64769, 64778], [64814, 64830], [64895, 64907], [64909, 64913]]","[['Rev. Cuthbert Eager'], ['Lucy'], ['Mr. Emerson', 'George Emerson'], ['Mr. Emerson', 'George Emerson']]",X,226,minor,ARoomWithAView,313,313,3,3,7,64615,64927
Q227-0,"But aren't they always waylaying you to go out with them, dear?","[66060, 66123]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Anaphoric,said the little lady,"['they', 'you', 'them']","[[66071, 66075], [66093, 66096], [66112, 66116]]","[['Mr. Emerson', 'George Emerson'], ['Lucy'], ['Mr. Emerson', 'George Emerson']]",X,227,minor,ARoomWithAView,316,316,3,3,7,66060,66123
Q228-0,"Only once. Charlotte didn't like it, and said something--quite politely, of course.","[66163, 66246]",Lucy,"['Mr. Beebe', 'Miss Catherine Alan']",Implicit,,['Charlotte'],"[[66174, 66183]]",[['Miss Bartlett']],X,228,major,ARoomWithAView,317,317,3,3,4,66163,66246
Q229-0,Most right of her. They don't understand our ways. They must find their level.,"[66250, 66328]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Implicit,,"['her', 'They', 'They']","[[66264, 66267], [66269, 66273], [66301, 66305]]","[['Miss Bartlett'], ['Mr. Emerson', 'George Emerson'], ['Mr. Emerson', 'George Emerson']]",X,229,minor,ARoomWithAView,318,318,3,3,7,66250,66328
Q230-0,"Too late to go out,","[67103, 67122]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Alan,[],[],[],X,230,minor,ARoomWithAView,321,321,3,3,7,67103,67122
Q230-1,All the galleries are shut.,"[67162, 67189]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Alan,[],[],[],X,230,minor,ARoomWithAView,321,321,3,3,7,67162,67189
Q231-0,"I think I shall go out,","[67193, 67216]",Lucy,"['Mr. Beebe', 'Miss Catherine Alan']",Explicit,said Lucy,[],[],[],X,231,major,ARoomWithAView,322,322,3,3,4,67193,67216
Q231-1,I want to go round the town in the circular tram--on the platform by the driver.,"[67230, 67310]",Lucy,"['Mr. Beebe', 'Miss Catherine Alan']",Explicit,said Lucy,[],[],[],X,231,major,ARoomWithAView,322,322,3,3,4,67230,67310
Q232-0,"I wish we could. Unluckily I have letters. If you do want to go out alone, won't you be better on your feet?","[67438, 67546]",Mr. Beebe,"['Lucy', 'Miss Catherine Alan']",Explicit,Mr Beebe who felt responsible for her in the absence of Miss Bartlett ventured to say,['we'],"[[67445, 67447]]","[['Mr. Beebe', 'Miss Catherine Alan']]",X,232,major,ARoomWithAView,324,324,3,3,10,67438,67546
Q233-0,"Italians, dear, you know,","[67550, 67575]",Miss Catherine Alan,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Alan,[],[],[],X,233,minor,ARoomWithAView,325,325,3,3,7,67550,67575
Q234-0,Perhaps I shall meet someone who reads me through and through!,"[67595, 67657]",Lucy,"['Mr. Beebe', 'Miss Catherine Alan']",Implicit,,[],[],[],X,234,major,ARoomWithAView,326,326,3,3,4,67595,67657
Q235-0,"She oughtn't really to go at all,","[67833, 67866]",Mr. Beebe,['Miss Catherine Alan'],Explicit,said Mr Beebe,['She'],"[[67833, 67836]]",[['Lucy']],X,235,major,ARoomWithAView,328,328,3,3,10,67833,67866
Q235-1,and she knows it. I put it down to too much Beethoven.,"[67922, 67976]",Mr. Beebe,['Miss Catherine Alan'],Explicit,said Mr Beebe,['she'],"[[67926, 67929]]",[['Lucy']],X,235,major,ARoomWithAView,328,328,3,3,10,67922,67976
Q236-0,"The world,","[71125, 71135]",Lucy,['Lucy'],Anaphoric,she thought,[],[],[],X,236,major,ARoomWithAView,334,334,4,4,4,71125,71135
Q236-1,"is certainly full of beautiful things, if only I could come across them.","[71151, 71223]",Lucy,['Lucy'],Anaphoric,she thought,[],[],[],X,236,major,ARoomWithAView,334,334,4,4,4,71151,71223
Q237-0,"Nothing ever happens to me,","[71370, 71397]",Lucy,['Lucy'],Anaphoric,she reflected,[],[],[],X,237,major,ARoomWithAView,335,335,4,4,4,71370,71397
Q238-0,"Oh, what have I done?","[73362, 73383]",Lucy,['Lucy'],Anaphoric,She thought,[],[],[],X,238,major,ARoomWithAView,340,340,4,4,4,73362,73383
Q239-0,"Oh, what have I done?","[73387, 73408]",Lucy,['Lucy'],Anaphoric,she murmured,[],[],[],X,239,major,ARoomWithAView,341,341,4,4,4,73387,73408
Q240-0,"Oh, what have I done?","[73752, 73773]",Lucy,['George Emerson'],Anaphoric,She repeated,[],[],[],X,240,major,ARoomWithAView,344,344,4,4,4,73752,73773
