qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q398-0,She must have been just a kid then.,"[52544, 52579]",Robert Cohn,['Jake Barnes'],Implicit,,['She'],"[[52544, 52547]]",[['Brett Ashley']],X,398,major,TheSunAlsoRises,469,469,5,5,23,52544,52579
Q399-0,She's thirty-four now.,"[52583, 52605]",Jake Barnes,['Robert Cohn'],Implicit,,['She'],"[[52583, 52586]]",[['Brett Ashley']],X,399,major,TheSunAlsoRises,470,470,5,5,15,52583,52605
Q400-0,When did she marry Ashley?,"[52609, 52635]",Robert Cohn,['Jake Barnes'],Implicit,,['she'],"[[52618, 52621]]",[['Brett Ashley']],X,400,major,TheSunAlsoRises,471,471,5,5,23,52609,52635
Q401-0,During the war. Her own true love had just kicked off with the dysentery.,"[52639, 52712]",Jake Barnes,['Robert Cohn'],Implicit,,['Her'],"[[52655, 52658]]",[['Brett Ashley']],X,401,major,TheSunAlsoRises,472,472,5,5,15,52639,52712
Q402-0,You talk sort of bitter.,"[52716, 52740]",Robert Cohn,['Jake Barnes'],Implicit,,['You'],"[[52716, 52719]]",[['Jake Barnes']],X,402,major,TheSunAlsoRises,473,473,5,5,23,52716,52740
Q403-0,Sorry. I didn't mean to. I was just trying to give you the facts.,"[52744, 52809]",Jake Barnes,['Robert Cohn'],Implicit,,['you'],"[[52795, 52798]]",[['Robert Cohn']],X,403,major,TheSunAlsoRises,474,474,5,5,15,52744,52809
Q404-0,I don't believe she would marry anybody she didn't love.,"[52813, 52869]",Robert Cohn,['Jake Barnes'],Implicit,,"['she', 'she']","[[52829, 52832], [52853, 52856]]","[['Brett Ashley'], ['Brett Ashley']]",X,404,major,TheSunAlsoRises,475,475,5,5,23,52813,52869
Q405-0,"Well,","[52873, 52878]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,405,major,TheSunAlsoRises,476,476,5,5,15,52873,52878
Q405-1,She's done it twice.,"[52889, 52909]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,['She'],"[[52889, 52892]]",[['Brett Ashley']],X,405,major,TheSunAlsoRises,476,476,5,5,15,52889,52909
Q406-0,I don't believe it.,"[52913, 52932]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,406,major,TheSunAlsoRises,477,477,5,5,23,52913,52932
Q407-0,"Well,","[52936, 52941]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,407,major,TheSunAlsoRises,478,478,5,5,15,52936,52941
Q407-1,don't ask me a lot of fool questions if you don't like the answers.,"[52952, 53019]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,['you'],"[[52992, 52995]]",[['Robert Cohn']],X,407,major,TheSunAlsoRises,478,478,5,5,15,52952,53019
Q408-0,I didn't ask you that.,"[53023, 53045]",Robert Cohn,['Jake Barnes'],Implicit,,['you'],"[[53036, 53039]]",[['Jake Barnes']],X,408,major,TheSunAlsoRises,479,479,5,5,23,53023,53045
Q409-0,You asked me what I knew about Brett Ashley.,"[53049, 53093]",Jake Barnes,['Robert Cohn'],Implicit,,"['You', 'Brett Ashley']","[[53049, 53052], [53080, 53092]]","[['Robert Cohn'], ['Brett Ashley']]",X,409,major,TheSunAlsoRises,480,480,5,5,15,53049,53093
Q410-0,I didn't ask you to insult her.,"[53097, 53128]",Robert Cohn,['Jake Barnes'],Implicit,,"['you', 'her']","[[53110, 53113], [53124, 53127]]","[['Jake Barnes'], ['Brett Ashley']]",X,410,major,TheSunAlsoRises,481,481,5,5,23,53097,53128
Q411-0,"Oh, go to hell.","[53132, 53147]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,411,major,TheSunAlsoRises,482,482,5,5,15,53132,53147
Q412-0,"Sit down,","[53271, 53280]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,412,major,TheSunAlsoRises,484,484,5,5,15,53271,53280
Q412-1,Don't be a fool.,"[53291, 53307]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,412,major,TheSunAlsoRises,484,484,5,5,15,53291,53307
Q413-0,You've got to take that back.,"[53311, 53340]",Robert Cohn,['Jake Barnes'],Implicit,,['You'],"[[53311, 53314]]",[['Jake Barnes']],X,413,major,TheSunAlsoRises,485,485,5,5,23,53311,53340
Q414-0,"Oh, cut out the prep-school stuff.","[53344, 53378]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,414,major,TheSunAlsoRises,486,486,5,5,15,53344,53378
Q415-0,Take it back.,"[53382, 53395]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,415,major,TheSunAlsoRises,487,487,5,5,23,53382,53395
Q416-0,Sure. Anything. I never heard of Brett Ashley. How's that?,"[53399, 53457]",Jake Barnes,['Robert Cohn'],Implicit,,['Brett Ashley'],"[[53432, 53444]]",[['Brett Ashley']],X,416,major,TheSunAlsoRises,488,488,5,5,15,53399,53457
Q417-0,No. Not that. About me going to hell.,"[53461, 53498]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,417,major,TheSunAlsoRises,489,489,5,5,23,53461,53498
Q418-0,"Oh, don't go to hell,","[53502, 53523]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,418,major,TheSunAlsoRises,490,490,5,5,15,53502,53523
Q418-1,Stick around. We're just starting lunch.,"[53534, 53574]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,['We'],"[[53548, 53550]]","[['Jake Barnes', 'Robert Cohn']]",X,418,major,TheSunAlsoRises,490,490,5,5,15,53534,53574
Q419-0,"You say such damned insulting things, Jake.","[53694, 53737]",Robert Cohn,['Jake Barnes'],Implicit,,"['You', 'Jake']","[[53694, 53697], [53732, 53736]]","[['Jake Barnes'], ['Jake Barnes']]",X,419,major,TheSunAlsoRises,491,491,5,5,23,53694,53737
Q420-0,I'm sorry. I've got a nasty tongue. I never mean it when I say nasty things.,"[53741, 53817]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,420,major,TheSunAlsoRises,492,492,5,5,15,53741,53817
Q421-0,"I know it,","[53821, 53831]",Robert Cohn,['Jake Barnes'],Explicit,Cohn said,[],[],[],X,421,major,TheSunAlsoRises,493,493,5,5,23,53821,53831
Q421-1,"You're really about the best friend I have, Jake.","[53845, 53894]",Robert Cohn,['Jake Barnes'],Explicit,Cohn said,"['You', 'Jake']","[[53845, 53848], [53889, 53893]]","[['Jake Barnes'], ['Jake Barnes']]",X,421,major,TheSunAlsoRises,493,493,5,5,23,53845,53894
Q422-0,"Forget what I said,","[53923, 53942]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,422,major,TheSunAlsoRises,494,494,5,5,15,53923,53942
Q422-1,I'm sorry.,"[53962, 53972]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,422,major,TheSunAlsoRises,494,494,5,5,15,53962,53972
Q423-0,It's all right. It's fine. I was just sore for a minute.,"[53976, 54032]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,423,major,TheSunAlsoRises,495,495,5,5,23,53976,54032
Q424-0,Good. Let's get something else to eat.,"[54036, 54074]",Jake Barnes,['Robert Cohn'],Implicit,,"[""'s""]","[[54045, 54047]]","[['Jake Barnes', 'Robert Cohn']]",X,424,major,TheSunAlsoRises,496,496,5,5,15,54036,54074
Q425-0,"Sit down,","[56417, 56426]",Harvey Stone,['Jake Barnes'],Explicit,said Harvey,[],[],[],X,425,minor,TheSunAlsoRises,502,502,6,6,12,56417,56426
Q425-1,I've been looking for you.,"[56442, 56468]",Harvey Stone,['Jake Barnes'],Explicit,said Harvey,['you'],"[[56464, 56467]]",[['Jake Barnes']],X,425,minor,TheSunAlsoRises,502,502,6,6,12,56442,56468
Q426-0,What's the matter?,"[56472, 56490]",Jake Barnes,['Harvey Stone'],Implicit,,[],[],[],X,426,major,TheSunAlsoRises,503,503,6,6,15,56472,56490
Q427-0,Nothing. Just looking for you.,"[56494, 56524]",Harvey Stone,['Jake Barnes'],Implicit,,['you'],"[[56520, 56523]]",[['Jake Barnes']],X,427,minor,TheSunAlsoRises,504,504,6,6,12,56494,56524
Q428-0,Been out to the races?,"[56528, 56550]",Jake Barnes,['Harvey Stone'],Implicit,,[],[],[],X,428,major,TheSunAlsoRises,505,505,6,6,15,56528,56550
Q429-0,No. Not since Sunday.,"[56554, 56575]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,429,minor,TheSunAlsoRises,506,506,6,6,12,56554,56575
Q430-0,What do you hear from the States?,"[56579, 56612]",Jake Barnes,['Harvey Stone'],Implicit,,['you'],"[[56587, 56590]]",[['Harvey Stone']],X,430,major,TheSunAlsoRises,507,507,6,6,15,56579,56612
Q431-0,Nothing. Absolutely nothing.,"[56616, 56644]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,431,minor,TheSunAlsoRises,508,508,6,6,12,56616,56644
Q432-0,What's the matter?,"[56648, 56666]",Jake Barnes,['Harvey Stone'],Implicit,,[],[],[],X,432,major,TheSunAlsoRises,509,509,6,6,15,56648,56666
Q433-0,I don't know. I'm through with them. I'm absolutely through with them.,"[56670, 56740]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,433,minor,TheSunAlsoRises,510,510,6,6,12,56670,56740
Q434-0,"Do you want to know something, Jake?","[56789, 56825]",Harvey Stone,['Jake Barnes'],Implicit,,"['you', 'Jake']","[[56792, 56795], [56820, 56824]]","[['Jake Barnes'], ['Jake Barnes']]",X,434,minor,TheSunAlsoRises,512,512,6,6,12,56789,56825
Q435-0,Yes.,"[56829, 56833]",Jake Barnes,['Harvey Stone'],Implicit,,[],[],[],X,435,major,TheSunAlsoRises,513,513,6,6,15,56829,56833
Q436-0,I haven't had anything to eat for five days.,"[56837, 56881]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,436,minor,TheSunAlsoRises,514,514,6,6,12,56837,56881
Q437-0,What's the matter?,"[57030, 57048]",Jake Barnes,['Harvey Stone'],Implicit,,[],[],[],X,437,major,TheSunAlsoRises,516,516,6,6,15,57030,57048
Q438-0,"No money. Money hasn't come,","[57052, 57080]",Harvey Stone,['Jake Barnes'],Anaphoric,he paused,[],[],[],X,438,minor,TheSunAlsoRises,517,517,6,6,12,57052,57080
Q438-1,"I tell you it's strange, Jake. When I'm like this I just want to be alone. I want to stay in my own room. I'm like a cat.","[57094, 57215]",Harvey Stone,['Jake Barnes'],Anaphoric,he paused,"['you', 'Jake']","[[57101, 57104], [57119, 57123]]","[['Jake Barnes'], ['Jake Barnes']]",X,438,minor,TheSunAlsoRises,517,517,6,6,12,57094,57215
Q439-0,"Would a hundred help you any, Harvey?","[57241, 57278]",Jake Barnes,['Harvey Stone'],Implicit,,"['you', 'Harvey']","[[57262, 57265], [57271, 57277]]","[['Harvey Stone'], ['Harvey Stone']]",X,439,major,TheSunAlsoRises,519,519,6,6,15,57241,57278
Q440-0,Yes.,"[57282, 57286]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,440,minor,TheSunAlsoRises,520,520,6,6,12,57282,57286
Q441-0,Come on. Let's go and eat.,"[57290, 57316]",Jake Barnes,['Harvey Stone'],Implicit,,"[""'s""]","[[57302, 57304]]",[['Jake Barnes']],X,441,major,TheSunAlsoRises,521,521,6,6,15,57290,57316
Q442-0,There's no hurry. Have a drink.,"[57320, 57351]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,442,minor,TheSunAlsoRises,522,522,6,6,12,57320,57351
Q443-0,Better eat.,"[57355, 57366]",Jake Barnes,['Harvey Stone'],Implicit,,[],[],[],X,443,major,TheSunAlsoRises,523,523,6,6,15,57355,57366
Q444-0,No. When I get like this I don't care whether I eat or not.,"[57370, 57429]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,444,minor,TheSunAlsoRises,524,524,6,6,12,57370,57429
Q445-0,"Do you know Mencken, Harvey?","[57490, 57518]",Jake Barnes,['Harvey Stone'],Implicit,,"['you', 'Harvey']","[[57493, 57496], [57511, 57517]]","[['Harvey Stone'], ['Harvey Stone']]",X,445,major,TheSunAlsoRises,526,526,6,6,15,57490,57518
Q446-0,Yes. Why?,"[57522, 57531]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,446,minor,TheSunAlsoRises,527,527,6,6,12,57522,57531
Q447-0,What's he like?,"[57535, 57550]",Jake Barnes,['Harvey Stone'],Implicit,,[],[],[],X,447,major,TheSunAlsoRises,528,528,6,6,15,57535,57550
Q448-0,He's all right. He says some pretty funny things. Last time I had dinner with him we talked about Hoffenheimer.,"[57554, 57665]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,448,minor,TheSunAlsoRises,529,529,6,6,12,57554,57665
Q449-0,"he said,","[57684, 57692]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,449,minor,TheSunAlsoRises,529,529,6,6,12,57684,57692
Q450-0,That's not bad.,"[57718, 57733]",Harvey Stone,['Jake Barnes'],Implicit,,[],[],[],X,450,minor,TheSunAlsoRises,529,529,6,6,12,57718,57733
Q451-0,That's not bad.,"[57737, 57752]",Jake Barnes,['Harvey Stone'],Implicit,,[],[],[],X,451,major,TheSunAlsoRises,530,530,6,6,15,57737,57752
Q452-0,"He's through now,","[57756, 57773]",Harvey Stone,['Jake Barnes'],Explicit,Harvey went on,[],[],[],X,452,minor,TheSunAlsoRises,531,531,6,6,12,57756,57773
Q452-1,"He's written about all the things he knows, and now he's on all the things he doesn't know.","[57792, 57883]",Harvey Stone,['Jake Barnes'],Explicit,Harvey went on,[],[],[],X,452,minor,TheSunAlsoRises,531,531,6,6,12,57792,57883
Q453-0,"I guess he's all right,","[57887, 57910]",Jake Barnes,['Harvey Stone'],Anaphoric,I said,[],[],[],X,453,major,TheSunAlsoRises,532,532,6,6,15,57887,57910
Q453-1,I just can't read him.,"[57921, 57943]",Jake Barnes,['Harvey Stone'],Anaphoric,I said,[],[],[],X,453,major,TheSunAlsoRises,532,532,6,6,15,57921,57943
Q454-0,"Oh, nobody reads him now,","[57947, 57972]",Harvey Stone,['Jake Barnes'],Explicit,Harvey said,[],[],[],X,454,minor,TheSunAlsoRises,533,533,6,6,12,57947,57972
Q454-1,except the people that used to read the Alexander Hamilton Institute.,"[57988, 58057]",Harvey Stone,['Jake Barnes'],Explicit,Harvey said,[],[],[],X,454,minor,TheSunAlsoRises,533,533,6,6,12,57988,58057
Q455-0,"Well,","[58061, 58066]",Jake Barnes,['Harvey Stone'],Anaphoric,I said,[],[],[],X,455,major,TheSunAlsoRises,534,534,6,6,15,58061,58066
Q455-1,"That was a good thing, too.","[58077, 58104]",Jake Barnes,['Harvey Stone'],Anaphoric,I said,[],[],[],X,455,major,TheSunAlsoRises,534,534,6,6,15,58077,58104
Q456-0,"Sure,","[58108, 58113]",Harvey Stone,['Jake Barnes'],Explicit,said Harvey,[],[],[],X,456,minor,TheSunAlsoRises,535,535,6,6,12,58108,58113
Q457-0,Have another port?,"[58172, 58190]",Jake Barnes,['Harvey Stone'],Implicit,,[],[],[],X,457,major,TheSunAlsoRises,536,536,6,6,15,58172,58190
Q458-0,"All right,","[58194, 58204]",Harvey Stone,['Jake Barnes'],Explicit,said Harvey,[],[],[],X,458,minor,TheSunAlsoRises,537,537,6,6,12,58194,58204
Q459-0,"There comes Cohn,","[58221, 58238]",Jake Barnes,['Harvey Stone'],Anaphoric,I said,['Cohn'],"[[58233, 58237]]",[['Robert Cohn']],X,459,major,TheSunAlsoRises,538,538,6,6,15,58221,58238
Q460-0,"That moron,","[58287, 58298]",Harvey Stone,['Jake Barnes'],Explicit,said Harvey,['That moron'],"[[58287, 58297]]",[['Robert Cohn']],X,460,minor,TheSunAlsoRises,539,539,6,6,12,58287,58298
Q461-0,"Hello, you bums,","[58342, 58358]",Robert Cohn,"['Jake Barnes', 'Harvey Stone']",Anaphoric,he said,['you bums'],"[[58349, 58357]]","[['Jake Barnes', 'Harvey Stone']]",X,461,major,TheSunAlsoRises,540,540,6,6,23,58342,58358
Q462-0,"Hello, Robert,","[58371, 58385]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Explicit,Harvey said,['Robert'],"[[58378, 58384]]",[['Robert Cohn']],X,462,minor,TheSunAlsoRises,541,541,6,6,12,58371,58385
Q462-1,I was just telling Jake here that you're a moron.,"[58401, 58450]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Explicit,Harvey said,"['Jake', 'you']","[[58420, 58424], [58435, 58438]]","[['Jake Barnes'], ['Robert Cohn']]",X,462,minor,TheSunAlsoRises,541,541,6,6,12,58401,58450
Q463-0,What do you mean?,"[58454, 58471]",Robert Cohn,"['Jake Barnes', 'Harvey Stone']",Implicit,,['you'],"[[58462, 58465]]",[['Harvey Stone']],X,463,major,TheSunAlsoRises,542,542,6,6,23,58454,58471
Q464-0,Tell us right off. Don't think. What would you rather do if you could do anything you wanted?,"[58475, 58568]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Implicit,,"['us', 'you', 'you', 'you']","[[58480, 58482], [58518, 58521], [58535, 58538], [58557, 58560]]","[['Jake Barnes', 'Harvey Stone'], ['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn']]",X,464,minor,TheSunAlsoRises,543,543,6,6,12,58475,58568
Q465-0,Don't think. Bring it right out.,"[58599, 58631]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Implicit,,[],[],[],X,465,minor,TheSunAlsoRises,545,545,6,6,12,58599,58631
Q466-0,"I don't know,","[58635, 58648]",Robert Cohn,"['Jake Barnes', 'Harvey Stone']",Explicit,Cohn said,[],[],[],X,466,major,TheSunAlsoRises,546,546,6,6,23,58635,58648
Q466-1,"What's it all about, anyway?","[58662, 58690]",Robert Cohn,"['Jake Barnes', 'Harvey Stone']",Explicit,Cohn said,[],[],[],X,466,major,TheSunAlsoRises,546,546,6,6,23,58662,58690
Q467-0,I mean what would you rather do. What comes into your head first. No matter how silly it is.,"[58694, 58786]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Implicit,,"['you', 'your']","[[58712, 58715], [58743, 58747]]","[['Robert Cohn'], ['Robert Cohn']]",X,467,minor,TheSunAlsoRises,547,547,6,6,12,58694,58786
Q468-0,"I don't know,","[58790, 58803]",Robert Cohn,"['Jake Barnes', 'Harvey Stone']",Explicit,Cohn said,[],[],[],X,468,major,TheSunAlsoRises,548,548,6,6,23,58790,58803
Q468-1,"I think I'd rather play football again with what I know about handling myself, now.","[58817, 58900]",Robert Cohn,"['Jake Barnes', 'Harvey Stone']",Explicit,Cohn said,[],[],[],X,468,major,TheSunAlsoRises,548,548,6,6,23,58817,58900
Q469-0,"I misjudged you,","[58904, 58920]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Explicit,Harvey said,['you'],"[[58916, 58919]]",[['Robert Cohn']],X,469,minor,TheSunAlsoRises,549,549,6,6,12,58904,58920
Q469-1,You're not a moron. You're only a case of arrested development.,"[58936, 58999]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Explicit,Harvey said,"['You', 'You']","[[58936, 58939], [58956, 58959]]","[['Robert Cohn'], ['Robert Cohn']]",X,469,minor,TheSunAlsoRises,549,549,6,6,12,58936,58999
Q470-0,"You're awfully funny, Harvey,","[59003, 59032]",Robert Cohn,"['Jake Barnes', 'Harvey Stone']",Explicit,Cohn said,"['You', 'Harvey']","[[59003, 59006], [59025, 59031]]","[['Harvey Stone'], ['Harvey Stone']]",X,470,major,TheSunAlsoRises,550,550,6,6,23,59003,59032
Q470-1,Some day somebody will push your face in.,"[59046, 59087]",Robert Cohn,"['Jake Barnes', 'Harvey Stone']",Explicit,Cohn said,['your'],"[[59074, 59078]]",[['Harvey Stone']],X,470,major,TheSunAlsoRises,550,550,6,6,23,59046,59087
Q471-0,"You think so. They won't, though. Because it wouldn't make any difference to me. I'm not a fighter.","[59113, 59212]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Explicit,Harvey Stone laughed,['You'],"[[59113, 59116]]",[['Robert Cohn']],X,471,minor,TheSunAlsoRises,551,551,6,6,12,59113,59212
Q472-0,It would make a difference to you if anybody did it.,"[59216, 59268]",Robert Cohn,"['Jake Barnes', 'Harvey Stone']",Implicit,,['you'],"[[59246, 59249]]",[['Harvey Stone']],X,472,major,TheSunAlsoRises,552,552,6,6,23,59216,59268
Q473-0,"No, it wouldn't. That's where you make your big mistake. Because you're not intelligent.","[59272, 59360]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Implicit,,"['you', 'your', 'you']","[[59302, 59305], [59311, 59315], [59337, 59340]]","[['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn']]",X,473,minor,TheSunAlsoRises,553,553,6,6,12,59272,59360
Q474-0,Cut it out about me.,"[59364, 59384]",Robert Cohn,"['Jake Barnes', 'Harvey Stone']",Implicit,,[],[],[],X,474,major,TheSunAlsoRises,554,554,6,6,23,59364,59384
Q475-0,"Sure,","[59388, 59393]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Explicit,said Harvey,[],[],[],X,475,minor,TheSunAlsoRises,555,555,6,6,12,59388,59393
Q475-1,It doesn't make any difference to me. You don't mean anything to me.,"[59409, 59477]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Explicit,said Harvey,['You'],"[[59447, 59450]]",[['Robert Cohn']],X,475,minor,TheSunAlsoRises,555,555,6,6,12,59409,59477
Q476-0,"Come on, Harvey,","[59481, 59497]",Jake Barnes,"['Robert Cohn', 'Harvey Stone']",Anaphoric,I said,['Harvey'],"[[59490, 59496]]",[['Harvey Stone']],X,476,major,TheSunAlsoRises,556,556,6,6,15,59481,59497
Q476-1,Have another porto.,"[59508, 59527]",Jake Barnes,"['Robert Cohn', 'Harvey Stone']",Anaphoric,I said,[],[],[],X,476,major,TheSunAlsoRises,556,556,6,6,15,59508,59527
Q477-0,"No,","[59531, 59534]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Anaphoric,he said,[],[],[],X,477,minor,TheSunAlsoRises,557,557,6,6,12,59531,59534
Q477-1,"I'm going up the street and eat. See you later, Jake.","[59546, 59599]",Harvey Stone,"['Jake Barnes', 'Robert Cohn']",Anaphoric,he said,"['you', 'Jake']","[[59583, 59586], [59594, 59598]]","[['Jake Barnes'], ['Jake Barnes']]",X,477,minor,TheSunAlsoRises,557,557,6,6,12,59546,59599
Q478-0,"He always gets me sore,","[59743, 59766]",Robert Cohn,['Jake Barnes'],Explicit,Cohn said,['He'],"[[59743, 59745]]",[['Harvey Stone']],X,478,major,TheSunAlsoRises,559,559,6,6,23,59743,59766
Q478-1,I can't stand him.,"[59780, 59798]",Robert Cohn,['Jake Barnes'],Explicit,Cohn said,['him'],"[[59794, 59797]]",[['Harvey Stone']],X,478,major,TheSunAlsoRises,559,559,6,6,23,59780,59798
Q479-0,"I like him,","[59802, 59813]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,['him'],"[[59809, 59812]]",[['Harvey Stone']],X,479,major,TheSunAlsoRises,560,560,6,6,15,59802,59813
Q479-1,I'm fond of him. You don't want to get sore at him.,"[59824, 59875]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,"['him', 'You', 'him']","[[59836, 59839], [59841, 59844], [59871, 59874]]","[['Harvey Stone'], ['Robert Cohn'], ['Harvey Stone']]",X,479,major,TheSunAlsoRises,560,560,6,6,15,59824,59875
Q480-0,"I know it,","[59879, 59889]",Robert Cohn,['Jake Barnes'],Explicit,Cohn said,[],[],[],X,480,major,TheSunAlsoRises,561,561,6,6,23,59879,59889
Q480-1,He just gets on my nerves.,"[59903, 59929]",Robert Cohn,['Jake Barnes'],Explicit,Cohn said,['He'],"[[59903, 59905]]",[['Harvey Stone']],X,480,major,TheSunAlsoRises,561,561,6,6,23,59903,59929
Q481-0,Write this afternoon?,"[59933, 59954]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,481,major,TheSunAlsoRises,562,562,6,6,15,59933,59954
Q482-0,No. I couldn't get it going. It's harder to do than my first book. I'm having a hard time handling it.,"[59958, 60060]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,482,major,TheSunAlsoRises,563,563,6,6,23,59958,60060
Q483-0,"Come on up to the Lilas,","[61508, 61532]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,483,major,TheSunAlsoRises,566,566,6,6,15,61508,61532
Q484-0,I have a date.,"[61544, 61558]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,484,major,TheSunAlsoRises,567,567,6,6,23,61544,61558
Q485-0,What time?,"[61562, 61572]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,485,major,TheSunAlsoRises,568,568,6,6,15,61562,61572
Q486-0,Frances is coming here at seven-fifteen.,"[61576, 61616]",Robert Cohn,['Jake Barnes'],Implicit,,['Frances'],"[[61576, 61583]]",[['Frances Clyne']],X,486,major,TheSunAlsoRises,569,569,6,6,23,61576,61616
Q487-0,There she is.,"[61620, 61633]",Jake Barnes,['Robert Cohn'],Implicit,,['she'],"[[61626, 61629]]",[['Frances Clyne']],X,487,major,TheSunAlsoRises,570,570,6,6,15,61620,61633
Q488-0,"Hello,","[61819, 61825]",Frances Clyne,"['Jake Barnes', 'Robert Cohn']",Anaphoric,she said,[],[],[],X,488,minor,TheSunAlsoRises,572,572,6,6,9,61819,61825
Q488-1,"I'm so glad you're here, Jake. I've been wanting to talk to you.","[61838, 61902]",Frances Clyne,"['Jake Barnes', 'Robert Cohn']",Anaphoric,she said,"['you', 'Jake', 'you']","[[61850, 61853], [61863, 61867], [61898, 61901]]","[['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes']]",X,488,minor,TheSunAlsoRises,572,572,6,6,9,61838,61902
Q489-0,"Hello, Frances,","[61906, 61921]",Robert Cohn,"['Jake Barnes', 'Frances Clyne']",Explicit,said Cohn,['Frances'],"[[61913, 61920]]",[['Frances Clyne']],X,489,major,TheSunAlsoRises,573,573,6,6,23,61906,61921
Q490-0,"Why, hello, Robert. Are you here?","[61947, 61980]",Frances Clyne,"['Jake Barnes', 'Robert Cohn']",Anaphoric,She went on,"['Robert', 'you']","[[61959, 61965], [61971, 61974]]","[['Robert Cohn'], ['Robert Cohn']]",X,490,minor,TheSunAlsoRises,574,574,6,6,9,61947,61980
Q490-1,I've had the darndest time. This one,"[62013, 62049]",Frances Clyne,"['Jake Barnes', 'Robert Cohn']",Anaphoric,She went on,['This one'],"[[62041, 62049]]",[['Robert Cohn']],X,490,minor,TheSunAlsoRises,574,574,6,6,9,62013,62049
Q490-2,didn't come home for lunch.,"[62079, 62106]",Frances Clyne,"['Jake Barnes', 'Robert Cohn']",Anaphoric,She went on,[],[],[],X,490,minor,TheSunAlsoRises,574,574,6,6,9,62079,62106
Q491-0,I wasn't supposed to.,"[62110, 62131]",Robert Cohn,"['Jake Barnes', 'Frances Clyne']",Implicit,,[],[],[],X,491,major,TheSunAlsoRises,575,575,6,6,23,62110,62131
Q492-0,"Oh, I know. But you didn't say anything about it to the cook. Then I had a date myself, and Paula wasn't at her office. I went to the Ritz and waited for her, and she never came, and of course I didn't have enough money to lunch at the Ritz----","[62135, 62379]",Frances Clyne,"['Jake Barnes', 'Robert Cohn']",Implicit,,['you'],"[[62151, 62154]]",[['Robert Cohn']],X,492,minor,TheSunAlsoRises,576,576,6,6,9,62135,62379
Q493-0,What did you do?,"[62383, 62399]",Robert Cohn,"['Jake Barnes', 'Frances Clyne']",Implicit,,['you'],"[[62392, 62395]]",[['Frances Clyne']],X,493,major,TheSunAlsoRises,577,577,6,6,23,62383,62399
